id,url,eancode,productnaam,verkoopprijs,voorraad,opvoorraad,fabrikant,conditie,nutnummer,kenmerk,aantal,vorm,gewicht,gewichtaanduiding,lichaamseigenstof,verpakkinggewicht,verpakkinggewichtaanduiding,verpakkinglengte,verpakkinglengteaanduiding,verpakkingbreedte,verpakkingbreedteaanduiding,verpakkinghoogte,verpakkinghoogteaanduiding,afbeelding600x600transparant,extraafbeelding1,extraafbeelding2,nieuwetiket,omschrijving,gebruik,opmerking,samenstelling,keywords,ingrediënten,handelsprijs,amazontitle,amazonkeywords,amazonbulletpoint1,amazonbulletpoint2,amazonbulletpoint3,amazonbulletpoint4,amazonbulletpoint5,claims,beknopteomschrijving,waarschuwing,categorievoedingssupplementen,pzn,pznat,pharmacode,zindexnummer,nutnummer__2,aanbiedingsprijs,begindatumsales,einddatumsales,amazon_de_product_type,amazon_de_item_form,amazon_de_unit_count_value,amazon_de_unit_count_type,amazon_de_contains_liquid_contents,amazon_de_item_weight_value,amazon_de_item_weight_unit,amazon_de_price,amazon_de_allergen_information,amazon_de_allergen_information_1,amazon_de_allergen_information_2,amazon_de_allergen_information_3,amazon_de_allergen_information_4,amazon_de_allergen_information_5,amazon_de_primary_supplement_type,amazon_de_primary_supplement_type_1,amazon_de_primary_supplement_type_2,amazon_de_primary_supplement_type_3,amazon_de_primary_supplement_type_4,amazon_de_primary_supplement_type_5,amazon_de_vitamins_minerals,amazon_de_vitamins_minerals_1_nutrient,amazon_de_vitamins_minerals_1_unit,amazon_de_vitamins_minerals_1_value,amazon_de_vitamins_minerals_2_nutrient,amazon_de_vitamins_minerals_2_unit,amazon_de_vitamins_minerals_2_value,amazon_de_vitamins_minerals_3_nutrient,amazon_de_vitamins_minerals_3_unit,amazon_de_vitamins_minerals_3_value,amazon_de_vitamins_minerals_4_nutrient,amazon_de_vitamins_minerals_4_unit,amazon_de_vitamins_minerals_4_value,amazon_de_vitamins_minerals_5_nutrient,amazon_de_vitamins_minerals_5_unit,amazon_de_vitamins_minerals_5_value,amazon_de_diet_type,amazon_de_ai_status,amazon_de_ai_confidence,amazon_de_ai_source_evidence,amazon_de_review_required,amazon_de_review_reason,amazon_de_debug_reason,channable_amazon_de_product_type,channable_amazon_de_item_form,channable_amazon_de_unit_count_value,channable_amazon_de_unit_count_type,channable_amazon_de_contains_liquid_contents,channable_amazon_de_item_weight_value,channable_amazon_de_item_weight_unit,channable_amazon_de_price
V0524,https://www.vitals.eu/produkte/vitamine/vitamin-b1-100-mg,8716717000524,Vitamin B1 100 mg,"25,95",600,Ja,Vitals,New,,vegan,100,Kapseln,44,gr,Nee,33,gr,53,mm,53,mm,93,mm,https://www.vitals.eu/images/producten/vitals/V0524-Vitamine-B1-100-mg-60x165-DE.png,https://www.vitals.eu/images/producten/vitals/V0524-Vitamine-B1-100-mg-53x53x93mm-DE.png,https://www.vitals.eu/images/producten/vitals/V0524-Vitamine-B1-100-mg-pot-doosje-DE.png,https://www.vitals.eu/images/producten/vitals/V0524-Vitamine-B1-100-mg-53x53x93mm-v5.png,"<p>Thiamin ist die Vorstufe der biologisch aktiven Form von Vitamin B1, Thiaminpyrophosphat (TPP). Magnesium ist für die Umwandlung von Thiamin in TPP erforderlich. Thiaminpyrophosphat ist ein Coenzym, das an mehreren Reaktionen im Zusammenhang mit dem Energiestoffwechsel beteiligt ist, unter anderem an der Freisetzung von Energie aus Fett, Kohlenhydraten und Eiweiß. Diese Funktion erfüllt es beim Energiestoffwechsel in allen Zellen, einschließlich der Zellen des Herzens und des Nervensystems und trägt so zur normalen Funktion von Herz und Nervensystem bei. Auch für Gehirn- und Nervenfunktionen ist es wichtig, da diese für Aspekte wie Konzentration, Gedächtnis und Gemütslage zuständig sind.</p>
<p>Vitamin B1 100 mg von Vitals bietet eine hohe Dosis Thiamin in reiner Form. Der Rohstoff ist in einer pflanzlichen Kapsel aus Maniok enthalten und wird mit Hilfsstoffen aus Reis ergänzt.</p>
<p>Verwenden bzw. empfehlen Sie Vitamin B1 vorzugsweise in Kombination mit einem Vitamin-B-Komplex oder Multivitamin (denn B-Vitamine wirken in hohem Maße zusammen).</p>","<div><strong>Verzehrempfehlung: <br /></strong>1-2 Kapseln pro Tag mit Wasser zu einer Mahlzeit einnehmen. Die angegebene empfohlene tägliche Verzehrsmenge darf nicht überschritten werden.</div>
<div></div>
<div>Für Vegetarier und Veganer geeignet.</div>
<div></div>
<div><img src=""/Uploads/Pullulan-en-HPMC-capsules-21,7x7,64-01.jpg"" width=""150"" height=""115"" /></div>",,"<table style=""width: 500px;"" cellspacing=""2"" cellpadding=""2"" border=""0"">
<tbody>
<tr>
<td><strong>Zusammensetzung pro Kapsel:<br /></strong></td>
<td> </td>
<td><strong>NRV*</strong></td>
</tr>
<tr>
<td>Vitamin B1 (Thiamin-HCl)</td>
<td>100 mg</td>
<td>9091 %</td>
</tr>
</tbody>
</table>
<p></p>
<table cellspacing=""2"" cellpadding=""2"" border=""0"" style=""width: 494px; height: 56px;"">
<tbody>
<tr>
<td><strong>Zusammensetzung pro 2 Kapseln:<br /></strong></td>
<td> </td>
<td><strong>NRV*</strong></td>
</tr>
<tr>
<td>Vitamin B1 (Thiamin-HCl)</td>
<td>200 mg</td>
<td>18182 %</td>
</tr>
</tbody>
</table>
<p>* NRV = Nutrient Reference Value, Nährstoffbezugswert</p>",Vitamin B1 100 mg von Vitals bietet eine hohe Dosis Thiamin in reiner Form. Der Rohstoff ist in einer pflanzlichen Kapsel aus Maniok enthalten und wird mit Hilfsstoffen aus Reis ergänzt.,"<p><strong>Zutaten:</strong> <br />Trennmittel (Reisfasern), Thiaminhydrochlorid (-HCl), pflanzliche Kapsel (Pullulan, aus fermentierter Maniokstärke).</p>","16,19","Vitals - Vitamin B1 100mg 100 Kapseln. Hohe Dosis Thiaminhydrochlorid in Reiner Form. 100% Vegan. In einer pflanzlichen Kapsel, ergänzt mit Hilfsstoffen aus natürlichen Quellen.",vitamin b1 vitamine b 1 gegen müdigkeit thiamin nervenstark hochdosiert mücken 100mg 200mg vit tabletten thyamin vitamin-b1 präparate benfotiamine benfotiamin prima nerven stärken b2,Vitamin B1 100 mg von Vitals bietet eine hohe Dosis Thiamin in reiner Form.,Der Rohstoff ist in einer pflanzlichen Kapsel aus Maniok enthalten und wird mit Hilfsstoffen aus Reis ergänzt.,Vitamin B1 spielt eine Rolle beim Energiestoffwechsel und ist gut für das Herz und das Nervensystem,Für Vegetarier und Veganer geeignet.,Verwenden Sie Vitamin B1 vorzugsweise in Kombination mit einem Vitamin-B-Komplex oder Multivitamin (denn B-Vitamine wirken in hohem Maße zusammen).,"<p><strong>Zul&auml;ssige gesundheitsbezogene Angaben:<br /></strong></p>
<ul>
<li>spielt eine Rolle beim Energiestoffwechsel</li>
<li>ist gut f&uuml;r das Herz und das Nervensystem</li>
<li>unterst&uuml;tzt psychische Funktionen wie Ged&auml;chtnis und Konzentrationsverm&ouml;gen</li>
<li>gut f&uuml;r die Gem&uuml;tslage und die geistige Energie</li>
</ul>","<p><strong>Zul&auml;ssige gesundheitsbezogene Angaben:<br /></strong></p>
<ul>
<li>spielt eine Rolle beim Energiestoffwechsel</li>
<li>ist gut f&uuml;r das Herz und das Nervensystem</li>
<li>unterst&uuml;tzt psychische Funktionen wie Ged&auml;chtnis und Konzentrationsverm&ouml;gen</li>
<li>gut f&uuml;r die Gem&uuml;tslage und die geistige Energie</li>
</ul>",,Vitaminepreparaat,17965871,5433270,7827305,15235009,,,,,VITAMIN,Kapsel,100,stück,Nein,44,Gramm,25.95,,,,,,,Vitamin B1,Vitamin B1,,,,,Thiamin,Thiamin,Milligramm,100,,,,,,,,,,,,,,cached,0.00,"primary_supplement_type: Vitamin B1 100 mg | Vitals - Vitamin B1 100mg 100 Kapseln. | vitamins_minerals: Zutaten: Trennmittel (Reisfasern), Thiaminhydrochlorid (-HCl), pflanzliche Kapsel (Pullulan, aus fermentierter Maniokstärke). Zusammensetzung pro Kapsel: NRV* Vitamin B1 (Thiamin-HCl) 100 mg 9091 %",false,,,VITAMIN,Capsule,100,count,False,44,grams,25.95
V0067,https://www.vitals.eu/produkte/vitamine/vitamin-c-1000-mg,8716717000067,Vitamin C 1000 mg,"21,95",4678,Ja,Vitals,New,NUT/PL/AS 1129/53,vegan,100,Tabletten,146,gr,Nee,182,gr,58,mm,58,mm,105,mm,https://www.vitals.eu/images/producten/vitals/V0067-Vitamine-C-1000-mg-70x178-DE.png,https://www.vitals.eu/images/producten/vitals/V0067-Vitamine-C-1000-mg-58x58x105mm-DE-(1).png,https://www.vitals.eu/images/producten/vitals/V0067-Vitamine-C-1000-mg-pot-doosje-DE.png,https://www.vitals.eu/images/producten/vitals/V0067-Vitamine-C-1000-mg-100t-58x58x105-mm-v4.png,"<p>Vitamin C 1000 mg von Vitals enthält eine hohe Dosis an Ascorbinsäure in Tablettenform. Das Produkt ist mit Bioflavonoiden aus Zitrusfrüchten und Hagebutten angereichert. Hervorragend geeignet als Teil der täglichen Basisergänzung. In Phasen mit einem höheren Bedarf kann vorübergehend mehr als eine Tablette pro Tag eingenommen werden.</p>
<p><strong>Bioflavonoide</strong><br /> Bioflavonoide sind wasserlösliche Substanzen, die zusammen mit Vitamin C vor allem in frischem Obst und Gemüse vorkommen. Bioflavonoide gelten als Synergisten von Vitamin C. Sie fördern die Bioverfügbarkeit von Vitamin C.</p>
<p><strong>Wirkung von Vitamin C</strong> <br />Vitamin C ist vielleicht das am häufigsten erwähnte Vitamin, das vor allem für seinen positiven Einfluss auf die Widerstandsfähigkeit bekannt ist. Und es stimmt. Vitamin C unterstützt das Immunsystem, insbesondere bei starker körperlicher Aktivität oder in kalter Umgebung. Aber dieses Vitamin ist auch an sehr vielen Prozessen beteiligt. <br /> <br /> Vitamin C wirkt im Körper als wasserlösliches Antioxidans und spielt eine wichtige Rolle als Fänger freier Radikale. Es ist Teil eines komplexen Systems aus körpereigenen Antioxidantien, Antioxidantien aus der Nahrung und antioxidativen Enzymen mit gegenseitigen Abhängigkeiten und Wechselwirkungen. Als solches ist es am Schutz von DNA, Eiweiß und Fetten vor oxidativen Schäden beteiligt und trägt somit zur Erhaltung gesunder Zellen und Gewebe bei. Darüber hinaus wird Vitamin C als Coenzym für drei verschiedene Enzyme benötigt, die an der Herstellung von Kollagen (dem am häufigsten anzutreffenden Baustoff im menschlichen Körper) beteiligt sind. Eine normale Kollagenbildung ist u. a. für Knochen, Knorpel, Zahnfleisch, Haut, Sehnen und Blutgefäße wichtig. <br /> <br /> Vitamin C wird als Cofaktor für die Dopamin-Beta-Monooxygenase (DBM) benötigt, das Enzym, das Dopamin in Noradrenalin und Adrenalin umwandelt. Beide wirken als Neurotransmitter und Hormone im Körper und somit hat Vitamin C einen positiven Einfluss auf die Funktion des Nervensystems und trägt zu einer normalen psychischen Funktion bei. Vitamin C ist unentbehrlich für zwei Enzyme, die an der Produktion von Carnitin beteiligt sind, das für den Transport von langkettigen Fettsäuren in die Mitochondrien zur Energiegewinnung benötigt wird. <br /> <br />Auf diese Weise unterstützt Vitamin C das Energieniveau. Auch bei Müdigkeit kann es helfen. Außerdem gibt es viele Menschen, die mit ihrer Ernährung nicht genügend Eisen aufnehmen, insbesondere Frauen im gebärfähigen Alter, Schwangere und (kleine) Kinder. Vitamin C verbessert die Aufnahme von Eisen aus der Nahrung. Dabei handelt es sich um Nicht-Hämeisen, das in pflanzlichen und tierischen Lebensmitteln enthalten ist. Vitamin C hat keinen Einfluss auf die Aufnahme von Hämeisen, das nur in tierischen Produkten vorkommt. Etwa 90 % des in der Nahrung enthaltenen Eisens sind Nicht-Hämeisen. Nur 10 % bestehen aus Hämeisen. Als Elektronendonator kann Vitamin C oxidiertes Vitamin E wieder in die aktive, reduzierte Form umwandeln, wodurch die Wirkung von Vitamin E erhalten bleibt. <br /> <br /> Der Mensch kann Vitamin C nicht selbst synthetisieren und ist für seine Vitamin-C-Versorgung vollständig auf die Nahrung angewiesen.</p>","<div><strong>Verzehrempfehlung:<br /></strong> 1 Tablette pro Tag mit Wasser zu einer Mahlzeit einnehmen. Die angegebene empfohlene tägliche Verzehrsmenge darf nicht überschritten werden.</div>
<div> </div>
<div>Für Vegetarier und Veganer geeignet.</div>
<div><br /><br /></div>
<div><img src=""/Uploads/Tabletten-standaard-23x10-01.jpg"" alt=""Tablette"" width=""150"" height=""115"" /></div>
<div></div>
<div></div>","<p><strong>Hinweis:<br /></strong>Nierenpatienten sollten nicht mehr als 200 mg Vitamin C pro Tag einnehmen, unter anderem wegen der Gefahr einer Hyperoxalämie (eine zu hohe Oxalsäurekonzentration im Blut).</p>","<table style=""width: 500px;"" cellspacing=""2"" cellpadding=""2"" border=""0"">
<tbody>
<tr>
<td><strong>Zusammensetzung pro Tablette:<br /></strong></td>
<td> </td>
<td><strong>NRV*</strong></td>
</tr>
<tr>
<td>Vitamin C (Ascorbinsäure)</td>
<td>1000 mg</td>
<td>1250 %</td>
</tr>
<tr>
<td>Citrus-Bioflavonoide-Komplex</td>
<td>100 mg</td>
<td>-</td>
</tr>
<tr>
<td>Davon Hesperidin</td>
<td>60 mg</td>
<td>-</td>
</tr>
<tr>
<td>Hagebuttenpulver</td>
<td>50 mg</td>
<td>-</td>
</tr>
</tbody>
</table>
<p>* NRV = Nutrient Reference Value, Nährstoffbezugswert</p>",Vitamin C 1000 mg von Vitals enthält eine hohe Dosis an Ascorbinsäure in Tablettenform.,"<p><strong>Zutaten:</strong> <br />Ascorbinsäure, Füllstoff (mikrokristalline Cellulose [Cellulosegel]), Citrus-Bioflavonoide-Komplex, Hagebuttenpulver (Fructus cynosbati), Trennmittel (Siliciumdioxid, Magnesiumsalze von Speisefettsäuren), Überzugsmittel (Hydroxypropylmethylcellulose).</p>","13,69","Vitals - Vitamin C 1000mg 100 Tabletten mit Citrus-Bioflavonoide-Komplex, Hesperidin und Hagebutten-Extrakt. Hochdosiert und 100% Vegan.",bioflavonoide vitamin c 1000 mg tablette bioverfügbar tabletten ascorbinsäure vegan hagebutte greenleaves vitamins vit 1000mg,Vitamin C 1000 mg von Vitals enthält eine hohe Dosis an Ascorbinsäure in Tablettenform. Das Produkt ist mit Bioflavonoiden aus Zitrusfrüchten und Hagebutten angereichert.,Bioflavonoide gelten als Synergisten von Vitamin C. Sie fördern die Bioverfügbarkeit von Vitamin C.,Der Mensch kann Vitamin C nicht selbst synthetisieren und ist für seine Vitamin-C-Versorgung vollständig auf die Nahrung angewiesen.,Für Vegetarier und Veganer geeignet.,"Vitamin C von Vitals unterstützt das Immunsystem, trägt zu einem normalen Energiestoffwechsel bei und hilft bei der Verringerung von Müdigkeit.","<p><strong>Zul&auml;ssige gesundheitsbezogene Angaben</strong>&nbsp;</p>
<ul>
<li>unterst&uuml;tzt das Immunsystem</li>
<li>st&auml;rkt die Widerstandsf&auml;higkeit w&auml;hrend und nach k&ouml;rperlicher Anstrengung (z. B. Sport) und in kalter Umgebung mit einer t&auml;glichen Einnahme von mindestens 200 mg zus&auml;tzlich zur empfohlenen Tagesdosis von 80 mg</li>
<li>tr&auml;gt zu einem normalen Energiestoffwechsel bei</li>
<li>hilft bei der Verringerung von M&uuml;digkeit</li>
<li>hat einen positiven Einfluss auf die Funktion des Nervensystems</li>
<li>f&ouml;rdert eine normal funktionierende Psyche</li>
<li>tr&auml;gt zum Schutz der Zellen vor oxidativen Sch&auml;den bei</li>
<li>tr&auml;gt zur Bildung von Kollagen bei</li>
<li>unterst&uuml;tzt den guten Zustand von Blutgef&auml;&szlig;en, Knochen, Knorpel, Haut, Zahnfleisch und Z&auml;hnen</li>
<li>tr&auml;gt zur Regeneration der reduzierten Form von Vitamin E bei</li>
<li>f&ouml;rdert die Aufnahme von Eisen aus der Nahrung und erh&ouml;ht den Eisenwert im Blut</li>
</ul>","<p><strong>Zul&auml;ssige gesundheitsbezogene Angaben</strong>&nbsp;</p>
<ul>
<li>unterst&uuml;tzt das Immunsystem</li>
<li>st&auml;rkt die Widerstandsf&auml;higkeit w&auml;hrend und nach k&ouml;rperlicher Anstrengung (z. B. Sport) und in kalter Umgebung mit einer t&auml;glichen Einnahme von mindestens 200 mg zus&auml;tzlich zur empfohlenen Tagesdosis von 80 mg</li>
<li>tr&auml;gt zu einem normalen Energiestoffwechsel bei</li>
<li>hilft bei der Verringerung von M&uuml;digkeit</li>
<li>hat einen positiven Einfluss auf die Funktion des Nervensystems</li>
<li>f&ouml;rdert eine normal funktionierende Psyche</li>
<li>tr&auml;gt zum Schutz der Zellen vor oxidativen Sch&auml;den bei</li>
<li>tr&auml;gt zur Bildung von Kollagen bei</li>
<li>unterst&uuml;tzt den guten Zustand von Blutgef&auml;&szlig;en, Knochen, Knorpel, Haut, Zahnfleisch und Z&auml;hnen</li>
<li>tr&auml;gt zur Regeneration der reduzierten Form von Vitamin E bei</li>
<li>f&ouml;rdert die Aufnahme von Eisen aus der Nahrung und erh&ouml;ht den Eisenwert im Blut</li>
</ul>",,Vitaminepreparaat,17965960,5433407,7827315,15234274,NUT/PL/AS 1129/53,,,,VITAMIN,Tablette,100,stück,Nein,146,Gramm,21.95,,,,,,,Vitamin C,Vitamin C,,,,,Vitamin C,Vitamin C,Milligramm,1000,,,,,,,,,,,,,Vegan; Vegetarisch,cached,0.00,primary_supplement_type: Zusammensetzung pro Tablette: NRV* Vitamin C (Ascorbinsäure) 1000 mg | vitamins_minerals: Zusammensetzung pro Tablette: NRV* Vitamin C (Ascorbinsäure) 1000 mg | diet_type: Für Vegetarier und Veganer geeignet.,false,,,VITAMIN,Tablet,100,count,False,146,grams,21.95
